Q86IC9 	 PGEN_.00g000010
Q5REG4 	 PGEN_.00g250030
Q2EMV9 	 PGEN_.00g250040
Q8TDB6 	 PGEN_.00g250080
Q5E9Z8 	 PGEN_.00g250110
B3DM66 	 PGEN_.00g250120
Q9H8W5 	 PGEN_.00g250140
O35161 	 PGEN_.00g250150
Q28CF8 	 PGEN_.00g250160
Q8TDB6 	 PGEN_.00g250180
Q9WYX8 	 PGEN_.00g250220
Q32KV6 	 PGEN_.00g250280
Q0VCA0 	 PGEN_.00g250300
Q91XA9 	 PGEN_.00g250330
A8WFT6 	 PGEN_.00g250340
A2RU49 	 PGEN_.00g250350
A8WFT6 	 PGEN_.00g250390
Q8QG61 	 PGEN_.00g250400
Q68CJ6 	 PGEN_.00g250420
Q9WYX8 	 PGEN_.00g250460
P58545 	 PGEN_.00g250470
Q2EMV9 	 PGEN_.00g250480
Q460N5 	 PGEN_.00g250530
Q97UU4 	 PGEN_.00g250560
Q31125 	 PGEN_.00g250580
P34284 	 PGEN_.00g250590
A6QP79 	 PGEN_.00g250620
Q9VNM1 	 PGEN_.00g250630
P07207 	 PGEN_.00g250640
F1MV99 	 PGEN_.00g250650
Q9C5D2 	 PGEN_.00g250660
Q90Y57 	 PGEN_.00g250700
Q07008 	 PGEN_.00g250710
Q6DCW1 	 PGEN_.00g250750
Q86B91 	 PGEN_.00g250760
Q4J9D2 	 PGEN_.00g250790
O15164 	 PGEN_.00g250800
Q8TDB6 	 PGEN_.00g250810
Q8N9I9 	 PGEN_.00g250820
P41596 	 PGEN_.00g250830
O43301 	 PGEN_.00g250880
Q4KM52 	 PGEN_.00g250890
Q505D1 	 PGEN_.00g250900
Q92902 	 PGEN_.00g250910
Q9P0L1 	 PGEN_.00g250920
Q9BWV1 	 PGEN_.00g250990
Q4V9P0 	 PGEN_.00g251040
O13124 	 PGEN_.00g251070
Q1L8Y6 	 PGEN_.00g251080
Q6NWF4 	 PGEN_.00g251090
Q5VV17 	 PGEN_.00g251100
Q9M2U3 	 PGEN_.00g251120
Q7T0P7 	 PGEN_.00g251150
P67962 	 PGEN_.00g251160
Q8C6C7 	 PGEN_.00g251180
Q8AYB8 	 PGEN_.00g251190
Q8TBZ5 	 PGEN_.00g251200
Q24563 	 PGEN_.00g251210
Q9NX58 	 PGEN_.00g251240
Q9ESG5 	 PGEN_.00g251250
Q8IYW2 	 PGEN_.00g251290
Q9NYT6 	 PGEN_.00g251300
Q9DAM9 	 PGEN_.00g251310
Q86WZ0 	 PGEN_.00g251320
Q9ULH4 	 PGEN_.00g251360
Q9UIA9 	 PGEN_.00g251380
Q5ZLT0 	 PGEN_.00g251390
Q9P2N6 	 PGEN_.00g251410
Q0Q028 	 PGEN_.00g251420
Q5EAJ7 	 PGEN_.00g251430
Q5ZMI4 	 PGEN_.00g251450
Q05481 	 PGEN_.00g251460
Q9UMX1 	 PGEN_.00g251490
P11247 	 PGEN_.00g251500
Q8BGP5 	 PGEN_.00g251520
Q6NS60 	 PGEN_.00g251530
O42392 	 PGEN_.00g251580
Q6GM59 	 PGEN_.00g251640
O15403 	 PGEN_.00g251650
O15403 	 PGEN_.00g251660
Q9NR21 	 PGEN_.00g251680
Q2EMV9 	 PGEN_.00g251700
Q460N5 	 PGEN_.00g251710
Q6P5U7 	 PGEN_.00g251740
Q28FF3 	 PGEN_.00g251770
Q9H0F5 	 PGEN_.00g251790
Q63647 	 PGEN_.00g251810
O43663 	 PGEN_.00g251820
Q5RH71 	 PGEN_.00g251830
Q9NTM9 	 PGEN_.00g251840
Q8BJ03 	 PGEN_.00g251850
P50238 	 PGEN_.00g251860
A8E7G4 	 PGEN_.00g251870
V5NAL9 	 PGEN_.00g251880
Q15761 	 PGEN_.00g251890
P49256 	 PGEN_.00g251910
Q6UWZ7 	 PGEN_.00g251920
B3EWZ9 	 PGEN_.00g251940
Q94521 	 PGEN_.00g251950
Q9W735 	 PGEN_.00g251960
Q80ZA4 	 PGEN_.00g252000
Q6NWH1 	 PGEN_.00g252010
Q9JLC4 	 PGEN_.00g252030
Q9BYV6 	 PGEN_.00g252050
Q5XIH9 	 PGEN_.00g252060
P23708 	 PGEN_.00g252070
Q9Y5Z4 	 PGEN_.00g252080
Q8BFV3 	 PGEN_.00g252090
P89116 	 PGEN_.00g252100
Q6GMV2 	 PGEN_.00g252160
Q5ZI22 	 PGEN_.00g252170
O43174 	 PGEN_.00g252180
P08051 	 PGEN_.00g252190
Q90673 	 PGEN_.00g252200
Q90788 	 PGEN_.00g252220
Q58CW4 	 PGEN_.00g252250
Q6BD04 	 PGEN_.00g252260
Q61824 	 PGEN_.00g252270
O75792 	 PGEN_.00g252280
P32246 	 PGEN_.00g252310
Q4LBB9 	 PGEN_.00g252320
Q5UPV1 	 PGEN_.00g252360
Q96T66 	 PGEN_.00g252370
Q9H8Y1 	 PGEN_.00g252410
P48820 	 PGEN_.00g252420
Q8C3J5 	 PGEN_.00g252450
Q29RL1 	 PGEN_.00g252460
Q5U4F6 	 PGEN_.00g252470
Q8R023 	 PGEN_.00g252480
Q5ZKJ5 	 PGEN_.00g252500
Q6PBU0 	 PGEN_.00g252510
Q1JQB2 	 PGEN_.00g252580
X4Y2L4 	 PGEN_.00g252590
Q9JJX8 	 PGEN_.00g252620
Q9C0I9 	 PGEN_.00g252630
P49013 	 PGEN_.00g252690
Q9ESQ5 	 PGEN_.00g252700
Q7SY09 	 PGEN_.00g252720
Q6DHU4 	 PGEN_.00g252760
Q9NR09 	 PGEN_.00g252780
O88667 	 PGEN_.00g252790
Q8BG58 	 PGEN_.00g252800
Q8BG58 	 PGEN_.00g252810
A6QLU6 	 PGEN_.00g252840
P00185 	 PGEN_.00g252850
Q503P5 	 PGEN_.00g252870
Q7KRW1 	 PGEN_.00g252890
Q499W2 	 PGEN_.00g252900
Q803M0 	 PGEN_.00g252910
Q90W04 	 PGEN_.00g252980
Q8WY91 	 PGEN_.00g253000
P49354 	 PGEN_.00g253040
Q96N64 	 PGEN_.00g253060
Q3ZBR5 	 PGEN_.00g253090
Q9WYX8 	 PGEN_.00g253110
Q8HYN7 	 PGEN_.00g253130
Q9YGD2 	 PGEN_.00g253220
O95251 	 PGEN_.00g253230
Q9JIM1 	 PGEN_.00g253240
Q13115 	 PGEN_.00g253250
Q9D2V8 	 PGEN_.00g253270
Q6R7D0 	 PGEN_.00g253430
Q9NP08 	 PGEN_.00g253480
E9Q7R9 	 PGEN_.00g253560
E9Q7R9 	 PGEN_.00g253570
Q8NDM7 	 PGEN_.00g253580
P30731 	 PGEN_.00g253600
Q9H999 	 PGEN_.00g253720
Q8K2Q9 	 PGEN_.00g253760
Q08890 	 PGEN_.00g253770
Q8N7Q3 	 PGEN_.00g253780
Q96B45 	 PGEN_.00g253790
F7AEX0 	 PGEN_.00g253810
Q98TX3 	 PGEN_.00g253850
P48964 	 PGEN_.00g253860
Q14493 	 PGEN_.00g253870
P13360 	 PGEN_.00g253880
P49724 	 PGEN_.00g253890
Q6NZC7 	 PGEN_.00g253900
O43614 	 PGEN_.00g253910
Q3KP44 	 PGEN_.00g253930
Q95PA1 	 PGEN_.00g253960
Q9BSG0 	 PGEN_.00g253980
P47832 	 PGEN_.00g254000
Q4VBI7 	 PGEN_.00g254010
O00567 	 PGEN_.00g254020
Q9QZ08 	 PGEN_.00g254030
Q6ZQY2 	 PGEN_.00g254040
Q8MSU3 	 PGEN_.00g254050
Q8C206 	 PGEN_.00g254090
Q25060 	 PGEN_.00g254100
P22304 	 PGEN_.00g254120
H2A0N4 	 PGEN_.00g254150
E9NA96 	 PGEN_.00g254160
Q03358 	 PGEN_.00g254260
G5EFI8 	 PGEN_.00g254280
Q8C261 	 PGEN_.00g254310
Q8SPP7 	 PGEN_.00g254320
Q9VN03 	 PGEN_.00g254330
C7G0B5 	 PGEN_.00g254350
E9PVX6 	 PGEN_.00g254420
P79739 	 PGEN_.00g254430
Q9VU68 	 PGEN_.00g254440
P46023 	 PGEN_.00g254450
Q7SIC1 	 PGEN_.00g254470
G5EFI8 	 PGEN_.00g254490
Q99P84 	 PGEN_.00g254500
G5EFI8 	 PGEN_.00g254510
Q91WK7 	 PGEN_.00g254550
Q14C51 	 PGEN_.00g254570
Q14642 	 PGEN_.00g254580
Q8BTU7 	 PGEN_.00g254600
Q925H1 	 PGEN_.00g254610
Q2EMV9 	 PGEN_.00g254630
Q86UF1 	 PGEN_.00g254780
P14730 	 PGEN_.00g254790
P70318 	 PGEN_.00g254840
Q01085 	 PGEN_.00g254880
O95271 	 PGEN_.00g254890
Q868Z9 	 PGEN_.00g254930
Q01603 	 PGEN_.00g254940
H2A0M7 	 PGEN_.00g254950
Q92628 	 PGEN_.00g254960
Q9NVI1 	 PGEN_.00g254980
Q59990 	 PGEN_.00g254990
Q9D0B6 	 PGEN_.00g255000
Q68FN7 	 PGEN_.00g255010
Q9VC61 	 PGEN_.00g255060
Q6AYJ2 	 PGEN_.00g255070
Q5XGB9 	 PGEN_.00g255080
Q80T79 	 PGEN_.00g255090
P22807 	 PGEN_.00g255120
P22807 	 PGEN_.00g255140
Q6DGA6 	 PGEN_.00g255160
Q5ZL36 	 PGEN_.00g255180
Q54NE6 	 PGEN_.00g255190
Q7Z2W7 	 PGEN_.00g255220
P30122 	 PGEN_.00g255280
O16374 	 PGEN_.00g255290
Q5BKM3 	 PGEN_.00g255300
Q6AZM3 	 PGEN_.00g255310
A2RU49 	 PGEN_.00g255460
P22328 	 PGEN_.00g255480
Q8IE95 	 PGEN_.00g255500
P30731 	 PGEN_.00g255510
B5X3C1 	 PGEN_.00g255520
Q3V124 	 PGEN_.00g255560
Q0E908 	 PGEN_.00g255570
Q8CIQ6 	 PGEN_.00g255580
Q5E999 	 PGEN_.00g255590
Q61586 	 PGEN_.00g255620
S4X0Q8 	 PGEN_.00g255630
A7Z035 	 PGEN_.00g255700
Q923Y8 	 PGEN_.00g255720
P51049 	 PGEN_.00g255730
B3EWZ3 	 PGEN_.00g255740
P97353 	 PGEN_.00g255760
Q866C9 	 PGEN_.00g255800
P31314 	 PGEN_.00g255810
O93366 	 PGEN_.00g255820
A9CB34 	 PGEN_.00g255840
Q3ZCH0 	 PGEN_.00g255870
Q9Y2H2 	 PGEN_.00g255880
Q9ERQ8 	 PGEN_.00g255890
O01670 	 PGEN_.00g255900
A8E7C5 	 PGEN_.00g255920
Q8CFI7 	 PGEN_.00g255930
Q5RJ80 	 PGEN_.00g255940
O14776 	 PGEN_.00g255950
Q8CGF7 	 PGEN_.00g255960
Q8TF32 	 PGEN_.00g255970
Q5RC62 	 PGEN_.00g256000
Q20591 	 PGEN_.00g256010
Q3MHH6 	 PGEN_.00g256020
Q6QHC5 	 PGEN_.00g256030
Q16706 	 PGEN_.00g256040
Q8BRK9 	 PGEN_.00g256050
Q8BRK9 	 PGEN_.00g256060
Q0VA39 	 PGEN_.00g256100
Q9FYC8 	 PGEN_.00g256110
Q8IZQ1 	 PGEN_.00g256170
A7MB10 	 PGEN_.00g256180
P49259 	 PGEN_.00g256190
P78317 	 PGEN_.00g256200
A1YF12 	 PGEN_.00g256210
O95786 	 PGEN_.00g256280
A7Y2W8 	 PGEN_.00g256310
Q4U2R1 	 PGEN_.00g256320
P07202 	 PGEN_.00g256330
P56407 	 PGEN_.00g256370
Q8QG61 	 PGEN_.00g256380
O94941 	 PGEN_.00g256400
Q5M974 	 PGEN_.00g256410
Q28039 	 PGEN_.00g256430
P57016 	 PGEN_.00g256460
A7Y2X0 	 PGEN_.00g256480
A7Y2W8 	 PGEN_.00g256500
Q8TDB6 	 PGEN_.00g256510
Q8TDB6 	 PGEN_.00g256530
Q8BX79 	 PGEN_.00g256540
B1WAZ6 	 PGEN_.00g256590
Q7Z449 	 PGEN_.00g256610
P78312 	 PGEN_.00g256620
P78312 	 PGEN_.00g256630
O43174 	 PGEN_.00g256700
Q9IAK8 	 PGEN_.00g256710
Q9BYR4 	 PGEN_.00g256740
Q7Z442 	 PGEN_.00g256760
Q96DM1 	 PGEN_.00g256790
P70060 	 PGEN_.00g256810
Q8WXF0 	 PGEN_.00g256820
P14735 	 PGEN_.00g256850
Q24K02 	 PGEN_.00g256860
G5ECB1 	 PGEN_.00g256900
O95786 	 PGEN_.00g256920
A0JPG1 	 PGEN_.00g256950
Q8CDM8 	 PGEN_.00g256960
Q86Y37 	 PGEN_.00g256970
Q25461 	 PGEN_.00g256990
O54904 	 PGEN_.00g257030
Q4R8Y9 	 PGEN_.00g257060
Q8R3B7 	 PGEN_.00g257080
Q15652 	 PGEN_.00g257090
Q9Y4C1 	 PGEN_.00g257110
Q551H0 	 PGEN_.00g257120
Q5F478 	 PGEN_.00g257130
Q13639 	 PGEN_.00g257160
Q13639 	 PGEN_.00g257170
Q9NQZ5 	 PGEN_.00g257190
Q3MHH9 	 PGEN_.00g257220
Q8SWR3 	 PGEN_.00g257230
P42859 	 PGEN_.00g257240
P51111 	 PGEN_.00g257250
P51112 	 PGEN_.00g257260
P31401 	 PGEN_.00g257270
Q5BJJ7 	 PGEN_.00g257280
Q8BZW8 	 PGEN_.00g257290
Q27513 	 PGEN_.00g257360
Q5R9R1 	 PGEN_.00g257390
Q29RH4 	 PGEN_.00g257400
Q8MI28 	 PGEN_.00g257450
Q80UM7 	 PGEN_.00g257460
B2RW38 	 PGEN_.00g257470
P43249 	 PGEN_.00g257480
Q8I7X7 	 PGEN_.00g257530
Q17QJ5 	 PGEN_.00g257540
Q5F3G0 	 PGEN_.00g257550
Q9UJX5 	 PGEN_.00g257560
Q810C0 	 PGEN_.00g257580
P24705 	 PGEN_.00g257600
Q9W735 	 PGEN_.00g257620
P15823 	 PGEN_.00g257630
Q5ZJV4 	 PGEN_.00g257660
Q803A6 	 PGEN_.00g257670
P18172 	 PGEN_.00g257680
Q90YC2 	 PGEN_.00g257690
Q9Z2J0 	 PGEN_.00g257710
Q92484 	 PGEN_.00g257740
Q92485 	 PGEN_.00g257760
P07207 	 PGEN_.00g257780
Q9NFT7 	 PGEN_.00g257810
Q2PYN8 	 PGEN_.00g257840
Q2PYN8 	 PGEN_.00g257900
Q9ULT8 	 PGEN_.00g257910
Q3ZC24 	 PGEN_.00g257960
Q812E0 	 PGEN_.00g257970
A5A761 	 PGEN_.00g257990
Q8R0F8 	 PGEN_.00g258020
P08582 	 PGEN_.00g258060
P70031 	 PGEN_.00g258070
Q58CW4 	 PGEN_.00g258080
Q8ITC7 	 PGEN_.00g258090
P14740 	 PGEN_.00g258120
P18172 	 PGEN_.00g258130
Q9P215 	 PGEN_.00g258150
P21158 	 PGEN_.00g258180
Q8TF76 	 PGEN_.00g258190
A1X283 	 PGEN_.00g258210
Q8CA72 	 PGEN_.00g258240
Q03017 	 PGEN_.00g258250
E7FAM5 	 PGEN_.00g258280
Q32NV1 	 PGEN_.00g258290
Q9NQP4 	 PGEN_.00g258310
Q9VJ33 	 PGEN_.00g258320
P30939 	 PGEN_.00g258340
P97718 	 PGEN_.00g258350
Q8ITC9 	 PGEN_.00g258360
Q9NTW7 	 PGEN_.00g258380
P0C6X2 	 PGEN_.00g258390
Q54EQ8 	 PGEN_.00g258400
Q8R3S2 	 PGEN_.00g258440
O70247 	 PGEN_.00g258460
Q8IXQ6 	 PGEN_.00g258480
Q8IZC4 	 PGEN_.00g258500
Q0VAA2 	 PGEN_.00g258550
P36633 	 PGEN_.00g258560
Q6NXT6 	 PGEN_.00g258640
O60502 	 PGEN_.00g258740
P70061 	 PGEN_.00g258770
P09838 	 PGEN_.00g258820
Q2EMV9 	 PGEN_.00g258830
Q9C0G6 	 PGEN_.00g258840
O43174 	 PGEN_.00g258860
Q5JTH9 	 PGEN_.00g258870
Q6P5B0 	 PGEN_.00g258880
Q6ZSM3 	 PGEN_.00g258890
Q90632 	 PGEN_.00g258900
Q9Z2E3 	 PGEN_.00g258910
Q9Z2E3 	 PGEN_.00g258920
P48181 	 PGEN_.00g258930
P04756 	 PGEN_.00g258940
A8I1B9 	 PGEN_.00g258950
P29503 	 PGEN_.00g258970
Q8TC12 	 PGEN_.00g258990
Q9GR88 	 PGEN_.00g259000
P04755 	 PGEN_.00g259030
Q3SZL5 	 PGEN_.00g259040
Q0IH24 	 PGEN_.00g259050
D3YXG0 	 PGEN_.00g259080
B8A4F0 	 PGEN_.00g259090
O96028 	 PGEN_.00g259100
Q9ERU9 	 PGEN_.00g259110
Q8NB25 	 PGEN_.00g259120
Q8CGE9 	 PGEN_.00g259130
O08774 	 PGEN_.00g259150
Q9NWW7 	 PGEN_.00g259160
Q8N9I9 	 PGEN_.00g259180
Q9UN76 	 PGEN_.00g259210
O14639 	 PGEN_.00g259260
P46825 	 PGEN_.00g259270
Q8R3C6 	 PGEN_.00g259350
Q5PQR6 	 PGEN_.00g259380
Q0VA06 	 PGEN_.00g259400
P41436 	 PGEN_.00g259500
D9IQ16 	 PGEN_.00g259780
P11584 	 PGEN_.00g259800
Q8K0S9 	 PGEN_.00g259820
Q2PZI1 	 PGEN_.00g259840
Q2PZI1 	 PGEN_.00g259880
A4D263 	 PGEN_.00g259890
Q08CH6 	 PGEN_.00g259900
Q9NVE5 	 PGEN_.00g259910
Q9UG63 	 PGEN_.00g259930
Q23280 	 PGEN_.00g259940
Q8IVI9 	 PGEN_.00g259960
Q25390 	 PGEN_.00g259980
Q8WWB3 	 PGEN_.00g259990
P0C6F1 	 PGEN_.00g260010
Q924M5 	 PGEN_.00g260040
Q86JG6 	 PGEN_.00g260120
Q62773 	 PGEN_.00g260130
Q9UA35 	 PGEN_.00g260140
Q9N1X4 	 PGEN_.00g260150
Q8VIH3 	 PGEN_.00g260160
Q61361 	 PGEN_.00g260170
Q61361 	 PGEN_.00g260240
Q8VIH3 	 PGEN_.00g260250
Q9N1X4 	 PGEN_.00g260260
Q9UA35 	 PGEN_.00g260270
Q9UA35 	 PGEN_.00g260280
Q86JG6 	 PGEN_.00g260290
Q924M5 	 PGEN_.00g260380
Q96M86 	 PGEN_.00g260400
Q8WWB3 	 PGEN_.00g260420
Q25390 	 PGEN_.00g260430
Q8IVI9 	 PGEN_.00g260450
Q23280 	 PGEN_.00g260460
Q9UG63 	 PGEN_.00g260470
Q8BWR4 	 PGEN_.00g260520
Q08CH6 	 PGEN_.00g260530
A4D263 	 PGEN_.00g260540
Q2PZI1 	 PGEN_.00g260550
Q2PZI1 	 PGEN_.00g260580
Q8K0S9 	 PGEN_.00g260600
B0FYY4 	 PGEN_.00g260620
D9IQ16 	 PGEN_.00g260640
P82197 	 PGEN_.00g260720
Q7T0X7 	 PGEN_.00g260740
Q8N5B7 	 PGEN_.00g260750
P61356 	 PGEN_.00g260760
E3TDS3 	 PGEN_.00g260770
Q13324 	 PGEN_.00g260780
Q08AW5 	 PGEN_.00g260800
P22781 	 PGEN_.00g260810
Q01460 	 PGEN_.00g260820
Q923Z4 	 PGEN_.00g260840
Q5TYW1 	 PGEN_.00g260850
Q9NPJ3 	 PGEN_.00g260860
Q9R194 	 PGEN_.00g260920
Q7SIB2 	 PGEN_.00g260940
Q17320 	 PGEN_.00g261000
Q6DGR4 	 PGEN_.00g261010
Q5ZI03 	 PGEN_.00g261020
O46503 	 PGEN_.00g261060
Q9BR01 	 PGEN_.00g261070
Q9R1C7 	 PGEN_.00g261080
P49442 	 PGEN_.00g261100
D2H526 	 PGEN_.00g261110
O43345 	 PGEN_.00g261140
A2AVA0 	 PGEN_.00g261180
Q9ULI1 	 PGEN_.00g261190
P0C6B8 	 PGEN_.00g261200
Q86W10 	 PGEN_.00g261210
Q13324 	 PGEN_.00g261220
O75094 	 PGEN_.00g261230
P25107 	 PGEN_.00g261240
Q9EQN9 	 PGEN_.00g261250
P97538 	 PGEN_.00g261280
Q9I9R3 	 PGEN_.00g261290
Q5TF39 	 PGEN_.00g261300
Q8HZY8 	 PGEN_.00g261320
Q9JLI7 	 PGEN_.00g261330
B1AR13 	 PGEN_.00g261340
P20533 	 PGEN_.00g261360
Q91WG5 	 PGEN_.00g261410
Q8K0U4 	 PGEN_.00g261420
Q8K0U4 	 PGEN_.00g261430
Q91WG5 	 PGEN_.00g261440
Q7PQ25 	 PGEN_.00g261450
Q7PQ25 	 PGEN_.00g261470
Q5TYS5 	 PGEN_.00g261600
Q5F450 	 PGEN_.00g261630
Q8N695 	 PGEN_.00g261640
Q5F450 	 PGEN_.00g261650
Q24307 	 PGEN_.00g261660
A2AVA0 	 PGEN_.00g261670
Q5VV17 	 PGEN_.00g261710
Q5ZJL4 	 PGEN_.00g261730
Q5ZJL4 	 PGEN_.00g261740
P08183 	 PGEN_.00g261750
Q9CZQ9 	 PGEN_.00g261770
Q7SY09 	 PGEN_.00g261830
Q868Z9 	 PGEN_.00g261840
A4IF63 	 PGEN_.00g261860
A2AVA0 	 PGEN_.00g261900
P13944 	 PGEN_.00g261960
P55006 	 PGEN_.00g262010
Q3TD49 	 PGEN_.00g262030
Q9UA35 	 PGEN_.00g262040
Q99558 	 PGEN_.00g262050
Q7ZYA5 	 PGEN_.00g262060
Q9I9R3 	 PGEN_.00g262070
Q9NZC9 	 PGEN_.00g262080
B2ZFP3 	 PGEN_.00g262100
C5FP82 	 PGEN_.00g262110
B4P1N5 	 PGEN_.00g262120
Q8TCB7 	 PGEN_.00g262130
Q86TJ5 	 PGEN_.00g262160
Q0VFV7 	 PGEN_.00g262180
Q803M3 	 PGEN_.00g262190
O35047 	 PGEN_.00g262200
P20853 	 PGEN_.00g262250
P47211 	 PGEN_.00g262300
P27799 	 PGEN_.00g262340
Q9H6P5 	 PGEN_.00g262350
Q7ZSX3 	 PGEN_.00g262380
P91929 	 PGEN_.00g262440
Q03692 	 PGEN_.00g262470
P34457 	 PGEN_.00g262480
Q5NVS7 	 PGEN_.00g262530
Q95LP4 	 PGEN_.00g262590
Q9GLG2 	 PGEN_.00g262600
G5CTG8 	 PGEN_.00g262610
Q9H9Y6 	 PGEN_.00g262620
Q5REE8 	 PGEN_.00g262630
P49282 	 PGEN_.00g262660
Q9CQQ4 	 PGEN_.00g262690
P21613 	 PGEN_.00g262700
P21613 	 PGEN_.00g262710
O95622 	 PGEN_.00g262720
Q96K80 	 PGEN_.00g262820
P49754 	 PGEN_.00g262850
P78424 	 PGEN_.00g262870
P87061 	 PGEN_.00g262880
Q9HAC7 	 PGEN_.00g262910
Q6JEL3 	 PGEN_.00g262930
O57683 	 PGEN_.00g263030
Q9H8M1 	 PGEN_.00g263040
Q68EK2 	 PGEN_.00g263050
Q9WVL2 	 PGEN_.00g263060
Q8IUL8 	 PGEN_.00g263090
Q9Y2H8 	 PGEN_.00g263100
Q9D4P0 	 PGEN_.00g263110
Q8NCW6 	 PGEN_.00g263120
Q6DJR8 	 PGEN_.00g263160
O70172 	 PGEN_.00g263170
Q5R8L2 	 PGEN_.00g263240
Q32KX7 	 PGEN_.00g263290
Q91648 	 PGEN_.00g263300
Q03938 	 PGEN_.00g263310
Q6NS86 	 PGEN_.00g263330
Q96MM6 	 PGEN_.00g263350
Q2PC93 	 PGEN_.00g263370
Q9P0K9 	 PGEN_.00g263380
Q9BR01 	 PGEN_.00g263400
Q9Z2J0 	 PGEN_.00g263420
Q70E73 	 PGEN_.00g263440
Q8R5A3 	 PGEN_.00g263460
Q9UHI7 	 PGEN_.00g263470
A2AWP0 	 PGEN_.00g263500
A2AVA0 	 PGEN_.00g263510
Q9UHI7 	 PGEN_.00g263520
P0C6B8 	 PGEN_.00g263540
Q8IYJ2 	 PGEN_.00g263570
O95714 	 PGEN_.00g263580
Q4U2R1 	 PGEN_.00g263590
Q4U2R1 	 PGEN_.00g263600
Q4U2R1 	 PGEN_.00g263620
Q8N693 	 PGEN_.00g263630
Q13439 	 PGEN_.00g263640
P58780 	 PGEN_.00g263660
P58780 	 PGEN_.00g263670
P58780 	 PGEN_.00g263680
P18172 	 PGEN_.00g263690
P18172 	 PGEN_.00g263700
Q7Z6J8 	 PGEN_.00g263750
Q9XTA0 	 PGEN_.00g263770
Q9I926 	 PGEN_.00g263790
O75973 	 PGEN_.00g263820
Q00993 	 PGEN_.00g263850
P61289 	 PGEN_.00g263860
Q17R14 	 PGEN_.00g263870
Q9VZZ4 	 PGEN_.00g263900
P35419 	 PGEN_.00g263910
P80025 	 PGEN_.00g263920
Q1ENI8 	 PGEN_.00g263930
Q92626 	 PGEN_.00g264020
Q5XWD5 	 PGEN_.00g264090
Q3U5Q7 	 PGEN_.00g264130
Q9BUQ8 	 PGEN_.00g264140
Q05AM5 	 PGEN_.00g264150
Q9P2P5 	 PGEN_.00g264160
Q6I6G8 	 PGEN_.00g264170
Q99728 	 PGEN_.00g264180
Q3T001 	 PGEN_.00g264210
Q9WV72 	 PGEN_.00g264220
O61643 	 PGEN_.00g264270
A4IH68 	 PGEN_.00g264290
Q8K2X2 	 PGEN_.00g264300
Q49MI3 	 PGEN_.00g264370
Q9H0H5 	 PGEN_.00g264400
A4QN56 	 PGEN_.00g264410
Q9JLJ2 	 PGEN_.00g264440
O61267 	 PGEN_.00g264480
P83038 	 PGEN_.00g264510
Q5FW42 	 PGEN_.00g264530
P55265 	 PGEN_.00g264540
Q91687 	 PGEN_.00g264600
P61158 	 PGEN_.00g264620
Q503Y4 	 PGEN_.00g264640
Q00420 	 PGEN_.00g264650
A4QN56 	 PGEN_.00g264660
Q9ULJ7 	 PGEN_.00g264670
Q9WV18 	 PGEN_.00g264700
Q95ZJ1 	 PGEN_.00g264710
Q5R5Z5 	 PGEN_.00g264730
A0JPH4 	 PGEN_.00g264740
Q504Y3 	 PGEN_.00g264770
Q9Y2Y6 	 PGEN_.00g264780
Q7ZY47 	 PGEN_.00g264800
Q14679 	 PGEN_.00g264900
P70097 	 PGEN_.00g264910
Q6DFQ7 	 PGEN_.00g264930
Q5USV6 	 PGEN_.00g264940
Q28G67 	 PGEN_.00g264950
O08912 	 PGEN_.00g264960
P0DMQ6 	 PGEN_.00g264970
Q503F2 	 PGEN_.00g264980
B0JZG0 	 PGEN_.00g265010
P41593 	 PGEN_.00g265020
Q9H8Y5 	 PGEN_.00g265040
Q25414 	 PGEN_.00g265090
Q8K1S3 	 PGEN_.00g265100
Q5FWI3 	 PGEN_.00g265110
Q95ZJ1 	 PGEN_.00g265170
Q1RMT1 	 PGEN_.00g265190
P49135 	 PGEN_.00g265200
Q16X15 	 PGEN_.00g265210
Q2PW47 	 PGEN_.00g265220
B7PY76 	 PGEN_.00g265250
A9JRX0 	 PGEN_.00g265260
P62996 	 PGEN_.00g265290
Q659A1 	 PGEN_.00g265300
Q32KW2 	 PGEN_.00g265310
P70490 	 PGEN_.00g265330
Q2PC93 	 PGEN_.00g265340
A2A6Q5 	 PGEN_.00g265380
A7Z061 	 PGEN_.00g265390
Q00651 	 PGEN_.00g265410
Q9Y3M9 	 PGEN_.00g265420
Q3UF64 	 PGEN_.00g265430
Q9UA35 	 PGEN_.00g265440
Q62773 	 PGEN_.00g265450
Q96EX2 	 PGEN_.00g265460
Q9Y3M9 	 PGEN_.00g265470
A7Z061 	 PGEN_.00g265500
A2A6Q5 	 PGEN_.00g265510
Q2PC93 	 PGEN_.00g265540
P70490 	 PGEN_.00g265550
Q32KW2 	 PGEN_.00g265570
Q659A1 	 PGEN_.00g265580
Q3ZBT6 	 PGEN_.00g265590
A9JRX0 	 PGEN_.00g265630
B7PY76 	 PGEN_.00g265640
Q2PW47 	 PGEN_.00g265670
Q16X15 	 PGEN_.00g265680
Q02870 	 PGEN_.00g265690
Q1RMT1 	 PGEN_.00g265700
Q95ZJ1 	 PGEN_.00g265720
Q8BI06 	 PGEN_.00g265780
Q25414 	 PGEN_.00g265790
Q9H8Y5 	 PGEN_.00g265860
Q7Z408 	 PGEN_.00g265940
O14514 	 PGEN_.00g265950
Q8K4T5 	 PGEN_.00g265980
Q6P963 	 PGEN_.00g265990
