all_GO_ids	gene
GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:1990904;GO:0046872;GO:0034336;GO:0003723;GO:0030620;GO:0035457;GO:0060271;GO:0002520;GO:0010468;GO:0009411;GO:0007224	PGEN_.00g289770
GO:0016471;GO:0042626;GO:0015078;GO:0006754;GO:0043068;GO:0012501;GO:1902600	PGEN_.00g289780
GO:0030877;GO:0005829;GO:0005641;GO:0005654;GO:0005634;GO:0019005;GO:0019904;GO:0042803;GO:0044548;GO:0015631;GO:0031625;GO:1990830;GO:0007507	PGEN_.00g289790
	PGEN_.00g289800
GO:0005737;GO:0005634;GO:0005524	PGEN_.00g289820
GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0019900;GO:0016791;GO:0004721;GO:0106306;GO:0106307;GO:0004725;GO:0008138;GO:0008270;GO:0016311;GO:0033133;GO:0006470	PGEN_.00g289840
GO:0120103;GO:0005814;GO:0005813;GO:0036064;GO:0097539;GO:0005929;GO:0005737;GO:0005874;GO:0001520;GO:0036126;GO:0000922;GO:0031267;GO:0005200;GO:0010457;GO:0044782;GO:0008104;GO:1902017;GO:0007286	PGEN_.00g289850
GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005635;GO:0001671;GO:0051117;GO:0007029;GO:0061024;GO:0032781;GO:0090435	PGEN_.00g289860
GO:0005829;GO:0043186;GO:0000932;GO:0032574;GO:0005524;GO:0016887;GO:0003723;GO:0035279;GO:0035194	PGEN_.00g289870
GO:0016021;GO:0008250;GO:0006486	PGEN_.00g289880
GO:0034466;GO:0042584;GO:0005615;GO:0016021;GO:0034774;GO:0030667;GO:0030658;GO:0005507;GO:0004500;GO:0031418;GO:0042420;GO:0042421;GO:0006589	PGEN_.00g289890
GO:0005581;GO:0005615;GO:0042802;GO:0050807	PGEN_.00g289940
GO:0005813;GO:0005737;GO:0043231;GO:0005654;GO:0033063;GO:0005657;GO:0005524;GO:0008094;GO:0003677;GO:0007098;GO:0006281;GO:0000724;GO:0001701;GO:0051321;GO:0000278;GO:0035264;GO:0043524;GO:0050769;GO:2000269;GO:0010332;GO:0010165;GO:0001756;GO:0042148	PGEN_.00g289970
GO:0016021	PGEN_.00g289980
GO:0005604;GO:0005783;GO:0031012;GO:0005576;GO:0005794;GO:0004222;GO:0008237;GO:0008270;GO:0016477;GO:0006888;GO:0030198;GO:0008406;GO:0048644;GO:1905607;GO:0015031	PGEN_.00g289990
GO:0005829;GO:0005815;GO:0005634;GO:0005819;GO:0005096;GO:0031267;GO:0090630;GO:0007049;GO:0051301;GO:0006886;GO:0043547;GO:0042147	PGEN_.00g290010
GO:0005829;GO:0005815;GO:0005634;GO:0005819;GO:0005096;GO:0031267;GO:0090630;GO:0007049;GO:0051301;GO:0006886;GO:0043547;GO:0042147	PGEN_.00g290030
GO:0005829;GO:0005815;GO:0005634;GO:0005819;GO:0005096;GO:0031267;GO:0090630;GO:0007049;GO:0051301;GO:0006886;GO:0043547;GO:0042147	PGEN_.00g290040
GO:0016323;GO:0009898;GO:0005856;GO:0005829;GO:0031430;GO:0043005;GO:0005886;GO:0016529;GO:0014731;GO:0051117;GO:0008093;GO:0019899;GO:0019903;GO:0030507;GO:0005200;GO:0005198;GO:0044325;GO:0007010;GO:0006888;GO:0006887;GO:0045199;GO:0072659;GO:0007165	PGEN_.00g290060
GO:0005801;GO:0030134;GO:0005737;GO:0033116;GO:0005794;GO:0000137;GO:0032580;GO:0000139;GO:0005874;GO:0072686;GO:0043025;GO:0048471;GO:0032991;GO:0000922;GO:0042802;GO:0061676;GO:0008017;GO:0019901;GO:0044877;GO:0019905;GO:0008356;GO:0007098;GO:0006888;GO:0090166;GO:0051645;GO:0007030;GO:0090161;GO:0090306;GO:0007020;GO:0090307;GO:0010507;GO:0032091;GO:0050772;GO:0060050;GO:0006486;GO:0051289;GO:0015031;GO:0051225	PGEN_.00g290110
GO:0005680;GO:0005737;GO:0005634;GO:0005819;GO:0019903;GO:0031145;GO:0007049;GO:0051301;GO:0045842;GO:0070979	PGEN_.00g290120
GO:0005788;GO:0044322;GO:0016020;GO:0005509;GO:0004571;GO:0005975;GO:1904380;GO:1904382;GO:0006486;GO:0006986	PGEN_.00g290130
GO:0016021	PGEN_.00g290180
GO:0030285;GO:0044214;GO:0005262;GO:0042802;GO:0150008;GO:0070588;GO:0006816;GO:0035212;GO:0150007;GO:0046530;GO:0043525;GO:0099533;GO:0042981;GO:0048488;GO:0016192	PGEN_.00g290190
GO:0005615;GO:0016021;GO:0030667;GO:0045202;GO:0005507;GO:0004500;GO:0004836;GO:0042420;GO:0042421;GO:0006589	PGEN_.00g290210
GO:0005887;GO:0043231;GO:0005886;GO:0005509;GO:0004415;GO:0001525;GO:0030214;GO:1903670	PGEN_.00g290220
GO:0005737;GO:0004842;GO:0008270;GO:0043523	PGEN_.00g290290
GO:0000139;GO:0016021;GO:0047756;GO:0001537;GO:0050659;GO:0008146;GO:0016051;GO:0051216;GO:0002063;GO:0030206;GO:0030204;GO:0048589;GO:0042733;GO:0030326;GO:0048704;GO:0048703;GO:0001701;GO:0043066;GO:0030512;GO:0033037;GO:0036342;GO:0009791;GO:0030166;GO:0042127;GO:0007585	PGEN_.00g290300
GO:0042025;GO:0005524;GO:0016887;GO:0003677;GO:0016888;GO:0046872;GO:0016779;GO:0003723;GO:0003724;GO:0006260;GO:0018142	PGEN_.00g290340
GO:0005858;GO:0030286;GO:0005874;GO:0005524;GO:0016887;GO:0045505;GO:0051959;GO:0008569;GO:0060285;GO:0007018	PGEN_.00g290400
GO:0005858;GO:0005930;GO:0030286;GO:0005576;GO:0036156;GO:0005874;GO:0036126;GO:0005524;GO:0045505;GO:0051959;GO:0003777;GO:0008569;GO:0003341;GO:0060285;GO:0003351;GO:0030317;GO:0036159;GO:0007018;GO:0007288	PGEN_.00g290410
GO:0005829;GO:0005769;GO:0031901;GO:0012505;GO:0000139;GO:0045335;GO:0055037;GO:0005802;GO:0019003;GO:0005525;GO:0003924;GO:0031489;GO:0042742;GO:0032456;GO:0008543;GO:0006895;GO:0006886;GO:0090387;GO:0045995;GO:0032880	PGEN_.00g290440
	PGEN_.00g290450
	PGEN_.00g290520
GO:0005930;GO:0005813;GO:0036064;GO:0005929;GO:0005881;GO:0005794;GO:0000139;GO:0030496;GO:0005654;GO:0005634;GO:0032391;GO:0005876;GO:0019003;GO:0005525;GO:0032794;GO:0003924;GO:0000287;GO:0008017;GO:0060271;GO:0006893;GO:0042073;GO:0001822;GO:0000281;GO:0042461;GO:0031116;GO:1903441;GO:0015031;GO:0007264;GO:0007224	PGEN_.00g290540
GO:0031305;GO:0005739;GO:0022889;GO:0022857;GO:1990542;GO:0140300	PGEN_.00g290550
GO:0000235;GO:0005813;GO:0005737;GO:0005874;GO:0005634;GO:0048471;GO:0005819;GO:0005525;GO:0003924;GO:0005200;GO:0032418;GO:0000226;GO:0000278	PGEN_.00g290560
GO:0005829;GO:0005815;GO:0005096;GO:0031267;GO:0090630;GO:0007049;GO:0006886;GO:0043087	PGEN_.00g290570
GO:0005737;GO:0005794;GO:0016021;GO:0031226;GO:0005886;GO:0015562;GO:0004930;GO:0000822;GO:0015114;GO:0038023;GO:0004888;GO:0001618;GO:0030643;GO:0016036;GO:0007186;GO:0035435;GO:0006817;GO:0009615	PGEN_.00g290620
	PGEN_.00g290630
	PGEN_.00g290660
GO:0016021;GO:0005887;GO:0008028;GO:0015293;GO:0015718	PGEN_.00g290690
GO:0016021;GO:0045211;GO:0022848;GO:0004888	PGEN_.00g290710
GO:0009986;GO:0005737;GO:0060076;GO:0005615;GO:0097060;GO:0036458;GO:0042802;GO:0005102;GO:0001525;GO:0048870;GO:0098609;GO:0090050;GO:0051965;GO:0042325;GO:0071625	PGEN_.00g290760
GO:0000785;GO:0005634;GO:0001228;GO:0000981;GO:0000977;GO:1990837;GO:0030901;GO:0043524;GO:0001764;GO:0006357;GO:0007605	PGEN_.00g290790
GO:0000785;GO:0005634;GO:0001228;GO:0000981;GO:0000977;GO:1990837;GO:0001709;GO:0030182;GO:0001764;GO:0045727;GO:0030516;GO:0006357	PGEN_.00g290800
GO:0005576;GO:0005186	PGEN_.00g290810
GO:0005576;GO:0005186	PGEN_.00g290830
GO:0005737;GO:0005634;GO:0031386;GO:0006464;GO:0000398	PGEN_.00g290870
GO:0070062	PGEN_.00g291090
GO:0070062	PGEN_.00g291110
GO:0005737;GO:0005815;GO:0030496;GO:0000922;GO:0019900;GO:0007049;GO:0051301;GO:0007346	PGEN_.00g291120
GO:0005813;GO:0005737;GO:0030496;GO:0072686;GO:1990023;GO:0097431;GO:0019900;GO:0007049;GO:0051301;GO:0007346	PGEN_.00g291130
GO:0005737;GO:0005783;GO:0005788;GO:0005635;GO:0031965;GO:0005524;GO:0016887;GO:0042802;GO:0019894;GO:0051085;GO:0007029;GO:0071763;GO:0034504	PGEN_.00g291140
GO:0005737;GO:0031519;GO:0005886;GO:0005956;GO:0003682;GO:0042802;GO:0046872;GO:0019904;GO:0019887;GO:0004674;GO:0061629;GO:0005102;GO:0033211;GO:0061154;GO:0043537;GO:0018107;GO:0032927;GO:0010862;GO:0046719;GO:0042325;GO:0080163;GO:0050792;GO:0016055	PGEN_.00g291150
GO:0005737;GO:0005634;GO:0005839;GO:0019774;GO:0004298;GO:0051603	PGEN_.00g291160
GO:0015629;GO:0030864;GO:0045335;GO:0005886;GO:0051015;GO:0030833;GO:0009617	PGEN_.00g291170
GO:0071011;GO:0006397;GO:0008380	PGEN_.00g291180
GO:0005829;GO:0005634;GO:0046872;GO:0016491	PGEN_.00g291190
GO:0005737;GO:0008146;GO:0051923	PGEN_.00g291200
GO:0005737;GO:0005829;GO:0004062;GO:0008146;GO:0050427;GO:0030855;GO:0006068;GO:0009812;GO:0018958;GO:0051923;GO:0042403;GO:0006805	PGEN_.00g291210
GO:0005829;GO:0070062;GO:0005576;GO:0016020;GO:0004519;GO:0046872;GO:0003676	PGEN_.00g291220
GO:0005737;GO:0008146;GO:0051923	PGEN_.00g291240
GO:0005737;GO:0005615;GO:0016020;GO:0005634;GO:0005509;GO:0003682;GO:0007155;GO:0008544;GO:0010467;GO:0003017;GO:0036303;GO:0048014;GO:0120193	PGEN_.00g291250
	PGEN_.00g291320
GO:0005739;GO:0051537;GO:0046872;GO:0106034	PGEN_.00g291330
GO:0005829;GO:0005783;GO:0070971;GO:0005789;GO:0012507;GO:0005794;GO:0000139;GO:0031090;GO:0048471;GO:0006914;GO:0048208;GO:0007029;GO:0006888;GO:0007030;GO:0043000;GO:0032527;GO:0070973;GO:0072659;GO:0050821;GO:0034976	PGEN_.00g291340
GO:0016021;GO:0005634;GO:0005509;GO:0009887;GO:0030509;GO:0042074;GO:0060976;GO:0097094;GO:0071907;GO:0061371;GO:0007368;GO:0060971;GO:0003143;GO:0030326;GO:0048704;GO:0055113;GO:0097155;GO:0060972;GO:0035108;GO:0045879;GO:0048842;GO:0010468;GO:0009888	PGEN_.00g291360
GO:0005737;GO:0005829;GO:0031011;GO:0005730;GO:0005654;GO:0005634;GO:0000502;GO:0004866;GO:0070628;GO:0004843;GO:0006310;GO:0006281;GO:0048853;GO:0021670;GO:0030901;GO:0032435;GO:0042766;GO:0045739;GO:0045880;GO:1904507;GO:0045893;GO:0016579;GO:0051726;GO:0006275;GO:0060382;GO:0045995;GO:0000723;GO:0006511	PGEN_.00g291370
GO:0005886;GO:0005525;GO:0003924;GO:0042802;GO:0008289	PGEN_.00g291380
GO:0005737;GO:0005886;GO:0031932;GO:0005546;GO:0038203	PGEN_.00g291390
GO:0005737;GO:0005739;GO:0005634;GO:0008168;GO:0032259;GO:1902807;GO:0000122	PGEN_.00g291400
GO:0035578;GO:0070062;GO:0005576;GO:0005794;GO:0043231;GO:0031982;GO:0004177;GO:0008239;GO:0008236;GO:1905146;GO:0006508	PGEN_.00g291410
GO:0035578;GO:0070062;GO:0005576;GO:0005794;GO:0043231;GO:0031982;GO:0004177;GO:0008239;GO:0008236;GO:1905146;GO:0006508	PGEN_.00g291440
GO:0043590;GO:0005694;GO:0005737;GO:0030894;GO:0043138;GO:0005524;GO:0016887;GO:0003677;GO:0009378;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0009432	PGEN_.00g291620
GO:0005789;GO:0070330;GO:0020037;GO:0005506;GO:0004497	PGEN_.00g291710
	PGEN_.00g291720
GO:0005737;GO:0005829;GO:0005524;GO:0016667;GO:0032542;GO:0034599;GO:0006979	PGEN_.00g291730
GO:0015629;GO:0016324;GO:0005925;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0005518;GO:0004712;GO:0038062;GO:0004714;GO:0031214;GO:0007155;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0001503;GO:0018108;GO:0051091;GO:0090091;GO:0010763;GO:0048146;GO:0033674;GO:0045669;GO:0045860;GO:0046777;GO:0030500;GO:0010715;GO:0034103;GO:0007165;GO:0007169	PGEN_.00g291750
GO:0015629;GO:0016324;GO:0005925;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0005518;GO:0004712;GO:0038062;GO:0004714;GO:0031214;GO:0007155;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0001503;GO:0018108;GO:0051091;GO:0090091;GO:0010763;GO:0048146;GO:0033674;GO:0045669;GO:0045860;GO:0046777;GO:0030500;GO:0010715;GO:0034103;GO:0007165;GO:0007169	PGEN_.00g291760
GO:0015629;GO:0016324;GO:0005925;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0005518;GO:0004712;GO:0038062;GO:0004714;GO:0031214;GO:0007155;GO:0035988;GO:0030199;GO:0038063;GO:0003416;GO:0001503;GO:0018108;GO:0051091;GO:0090091;GO:0010763;GO:0048146;GO:0033674;GO:0045669;GO:0045860;GO:0046777;GO:0030500;GO:0010715;GO:0034103;GO:0007165;GO:0007169	PGEN_.00g291770
GO:0009986;GO:0016021;GO:0031201;GO:0008021;GO:0005802;GO:0090161;GO:0000226;GO:0035493	PGEN_.00g291800
GO:0005737;GO:0017057;GO:0005975;GO:0006098	PGEN_.00g291810
GO:0016593;GO:0005829;GO:0005634;GO:0000993;GO:0007049;GO:0071222;GO:0001711;GO:0033523;GO:0010390;GO:0006378;GO:0043066;GO:0008285;GO:0050680;GO:0048147;GO:2000134;GO:0045638;GO:0000122;GO:1902808;GO:0031442;GO:0032968;GO:0030177;GO:0031648;GO:0034402;GO:0001558;GO:0019827;GO:0006368	PGEN_.00g291820
GO:0016593;GO:0005829;GO:0005634;GO:0000993;GO:0007049;GO:0071222;GO:0001711;GO:0033523;GO:0010390;GO:0006378;GO:0043066;GO:0008285;GO:0050680;GO:0048147;GO:2000134;GO:0045638;GO:0000122;GO:1902808;GO:0031442;GO:0032968;GO:0030177;GO:0031648;GO:0034402;GO:0001558;GO:0019827;GO:0006368	PGEN_.00g291830
GO:0016593;GO:0005829;GO:0005634;GO:0000993;GO:0007049;GO:0071222;GO:0001711;GO:0033523;GO:0010390;GO:0006378;GO:0043066;GO:0008285;GO:0050680;GO:0048147;GO:2000134;GO:0045638;GO:0000122;GO:1902808;GO:0031442;GO:0032968;GO:0030177;GO:0031648;GO:0034402;GO:0001558;GO:0019827;GO:0006368	PGEN_.00g291840
GO:0031225;GO:0005576;GO:0043229;GO:0005886;GO:0004252;GO:0017080	PGEN_.00g291850
GO:0005576;GO:0046872;GO:0004252;GO:0006958;GO:0045087	PGEN_.00g291860
GO:0070062;GO:0031012;GO:0005615	PGEN_.00g291900
GO:0016021;GO:0008104	PGEN_.00g291910
GO:0044297;GO:0036464;GO:0005829;GO:0022625;GO:0022626;GO:0030425;GO:0003735;GO:0006412	PGEN_.00g291940
GO:0000775;GO:0005829;GO:0005730;GO:0005634;GO:0016605;GO:0050681;GO:0042393;GO:0002039;GO:0042803;GO:0030295;GO:0019901;GO:0047485;GO:0061629;GO:0140037;GO:0003713;GO:0003714;GO:0140416;GO:0031625;GO:0030521;GO:0071276;GO:0071280;GO:0072738;GO:0034605;GO:1903936;GO:0034620;GO:0008625;GO:0007254;GO:0010629;GO:0045892;GO:0006334;GO:1901216;GO:0042981;GO:0031396	PGEN_.00g291950
GO:0005737;GO:0030496;GO:0005634	PGEN_.00g291960
GO:0005938;GO:0005905;GO:0031410;GO:0005856;GO:0005829;GO:0043231;GO:0005764;GO:0005886;GO:0042802;GO:0008289;GO:0006897;GO:0007165	PGEN_.00g291980
GO:0016021;GO:0005743;GO:0005509;GO:0055085	PGEN_.00g291990
GO:0022624;GO:0043248	PGEN_.00g292010
GO:0005783;GO:0005743;GO:0005739;GO:0004090;GO:0016616	PGEN_.00g292020
GO:0005783;GO:0005743;GO:0005739;GO:0004090;GO:0016616	PGEN_.00g292080
GO:0005783;GO:0005743;GO:0005739;GO:0004090;GO:0016616	PGEN_.00g292090
GO:0005829;GO:0047389;GO:2001070;GO:0046475;GO:0007519	PGEN_.00g292100
GO:0016021;GO:0005886;GO:0031176;GO:0045493	PGEN_.00g292130
GO:0016021;GO:0005886;GO:0031176;GO:0045493	PGEN_.00g292140
GO:0005576;GO:0009505;GO:0031176;GO:0045493	PGEN_.00g292150
GO:0031176;GO:0045493	PGEN_.00g292160
GO:0005829;GO:0016020;GO:0005635;GO:0005637;GO:0005640;GO:0044611;GO:0017056;GO:0051028;GO:0006606;GO:0006405	PGEN_.00g292200
GO:0005637;GO:0005640;GO:0044611;GO:0017056;GO:0051028;GO:0006606;GO:0006405	PGEN_.00g292220
GO:0005637;GO:0005640;GO:0044611;GO:0017056;GO:0051028;GO:0006606;GO:0006405	PGEN_.00g292230
GO:0000139;GO:0016021;GO:0004394;GO:0010467;GO:0015014;GO:0030202;GO:0060676	PGEN_.00g292240
GO:0000139;GO:0016021;GO:0004394;GO:0008146;GO:0010467;GO:0015015;GO:0015014;GO:0030202;GO:0060676	PGEN_.00g292290
GO:0005524	PGEN_.00g292300
GO:0005524	PGEN_.00g292370
GO:0002043;GO:0001569;GO:0045746;GO:0007219;GO:0090263;GO:0001938	PGEN_.00g292460
GO:0005912;GO:0005856;GO:0005829;GO:0070062;GO:0019898;GO:0005925;GO:0016020;GO:0005634;GO:0005886;GO:0050473;GO:0036403;GO:0005509;GO:0005506;GO:0016165;GO:1990136;GO:0008289;GO:0016702;GO:0006915;GO:0019369;GO:1901696;GO:0071926;GO:0051122;GO:0043651;GO:0006629;GO:0034440;GO:2001303;GO:0019372;GO:0045786;GO:0030336;GO:0008285;GO:0045926;GO:0006644;GO:0032722;GO:0045618;GO:0010744;GO:0035360;GO:0030850;GO:0030856	PGEN_.00g292470
GO:0016324;GO:0016021;GO:0005355;GO:0015293;GO:0006814	PGEN_.00g292490
GO:0005789;GO:0016021;GO:0043231;GO:0005743;GO:0015020;GO:0052695;GO:0008210	PGEN_.00g292500
GO:0016324;GO:0016021;GO:0005355;GO:0015293;GO:0006814	PGEN_.00g292510
GO:0005794;GO:0016021;GO:0045121;GO:0030670;GO:0050135;GO:0061809;GO:0004888;GO:0071726;GO:0071727;GO:0006954;GO:0045087;GO:0002755;GO:0001817;GO:0034134	PGEN_.00g292520
GO:0005524	PGEN_.00g292530
GO:0005524	PGEN_.00g292540
GO:0005524	PGEN_.00g292560
GO:0005829;GO:0005634;GO:0019005;GO:0004842;GO:0043153;GO:0000086;GO:0006508;GO:0051726;GO:0031146	PGEN_.00g292580
GO:0001669;GO:0005737;GO:0005829;GO:0016020;GO:0043020;GO:0008022;GO:0031267;GO:0016176;GO:0007568;GO:0032870;GO:0006909;GO:0045777;GO:0043525;GO:0045730;GO:0014823;GO:0009749;GO:0055093;GO:0034616;GO:0033993;GO:0032496;GO:0014070;GO:0032570;GO:0009410;GO:0042554	PGEN_.00g292590
GO:0005829;GO:0043020;GO:0016176;GO:0006909;GO:0045730;GO:0042554	PGEN_.00g292610
GO:0036064;GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0046872;GO:0015631;GO:0070740;GO:0000226;GO:0051013;GO:0018095	PGEN_.00g292640
GO:0005737;GO:0005829;GO:0016021;GO:0032039;GO:0031965;GO:0005654;GO:0005634;GO:0034472;GO:0016180	PGEN_.00g292650
GO:0005886;GO:0004315;GO:0016787;GO:0016874;GO:0050111;GO:0016491;GO:0031177;GO:0006633	PGEN_.00g292660
GO:0016021;GO:0016020;GO:0097225	PGEN_.00g292670
GO:0016021;GO:0016020;GO:0097225	PGEN_.00g292680
GO:0031012;GO:0005576;GO:0046872;GO:0004222;GO:0030198;GO:0001654;GO:0090331	PGEN_.00g292700
GO:0140672;GO:0008623;GO:0008622;GO:0005654;GO:0005634;GO:0031490;GO:0003887;GO:0046982;GO:0006974;GO:0006338;GO:0006260;GO:0006261;GO:0031507;GO:0043966;GO:0006272;GO:0006334;GO:0042766;GO:0006275	PGEN_.00g292710
GO:0005737;GO:0005874	PGEN_.00g292750
GO:0005737;GO:0030426;GO:0016020;GO:0005634;GO:0003700;GO:0016918;GO:0043565;GO:0003707;GO:0008270	PGEN_.00g292780
GO:0005737;GO:0005829;GO:0045111;GO:0005634;GO:0005697;GO:0051721;GO:0070034;GO:0042162;GO:0006406;GO:0000184;GO:0035303	PGEN_.00g292800
GO:0005737;GO:0000791;GO:0005654;GO:0005634;GO:0005726;GO:0003682;GO:0034056;GO:0070577;GO:0016922;GO:0002039;GO:0004672;GO:0043565;GO:0003713;GO:0061630;GO:0004842;GO:0008270;GO:0055074;GO:0071391;GO:0008285;GO:0045892;GO:0010628;GO:0045893;GO:0046777;GO:0030163;GO:0006468;GO:0016567;GO:0042981;GO:0031647;GO:1901796;GO:0070562	PGEN_.00g292820
GO:0005737;GO:0005634;GO:0004879;GO:0000978;GO:0008270;GO:0071456;GO:0120143;GO:0045892;GO:0040018;GO:0048638;GO:0106023;GO:0006357	PGEN_.00g292840
GO:0005737;GO:0005634;GO:0005819;GO:0005516;GO:0051301;GO:0007051	PGEN_.00g292870
GO:0005737;GO:0005634;GO:0005516;GO:0051301;GO:0007051	PGEN_.00g292880
GO:0005737;GO:0000062;GO:0008289	PGEN_.00g292900
GO:0016021;GO:0005509;GO:0007160	PGEN_.00g292920
GO:0032580;GO:0016021;GO:0017060;GO:0046872;GO:0036065;GO:0006486	PGEN_.00g292940
GO:0032580;GO:0016021;GO:0017060;GO:0046872;GO:0036065;GO:0006486	PGEN_.00g292970
GO:0005912;GO:0043296;GO:0016324;GO:0005929;GO:0005886;GO:0045216	PGEN_.00g292990
GO:0005737;GO:0031410;GO:0005829;GO:0005769;GO:0005768;GO:0010008;GO:0005794;GO:0043231;GO:0032991;GO:0050750;GO:0035091;GO:0008022;GO:0035904;GO:0003279;GO:0060976;GO:0032456;GO:0006886;GO:0001822;GO:0006898;GO:0007165	PGEN_.00g293030
	PGEN_.00g293050
GO:0034704;GO:0016021;GO:0005887;GO:0005886;GO:0005262;GO:0005516;GO:0042802;GO:0005216;GO:0046872;GO:0055074;GO:0070509;GO:0098703;GO:0070588;GO:0006816;GO:0035898;GO:0051289;GO:0051592	PGEN_.00g293060
GO:0005912;GO:0016324;GO:0005929;GO:0005887;GO:0005886;GO:0005524;GO:0005262;GO:0005516;GO:0005261;GO:0005216;GO:0008289;GO:0046872;GO:0007015;GO:0098703;GO:0006874;GO:0007231	PGEN_.00g293070
GO:0016323;GO:0030659;GO:0005887;GO:0008519	PGEN_.00g293090
GO:0005829;GO:0005783;GO:0005739;GO:0005524;GO:0004356;GO:0046872;GO:0006542	PGEN_.00g293110
GO:0005737;GO:0005829;GO:0005783;GO:0005739;GO:0005886;GO:0005524;GO:0004356;GO:0046872;GO:0019706;GO:0001525;GO:0006542;GO:0018345;GO:0010594;GO:1903670	PGEN_.00g293130
GO:0005737;GO:0005524;GO:0004356;GO:0006538;GO:0006542;GO:0045213;GO:0007416	PGEN_.00g293140
GO:0031463;GO:0005794;GO:0005819;GO:0014032;GO:0014029;GO:0006513;GO:0006417	PGEN_.00g293180
GO:0005829;GO:0048471;GO:0009055;GO:0050660;GO:0010181;GO:0050661;GO:0003958;GO:0016731;GO:0016653;GO:0008219;GO:0036245;GO:0016226	PGEN_.00g293190
GO:0009986;GO:0005737;GO:0043198;GO:0098691;GO:0060076;GO:0098982;GO:0098690;GO:0060077;GO:0005887;GO:0099055;GO:0099060;GO:0005886;GO:0045211;GO:0042734;GO:0097470;GO:0045202;GO:0050839;GO:0042802;GO:0042043;GO:0038023;GO:0007420;GO:0007268;GO:0097116;GO:1904862;GO:1901142;GO:0007630;GO:0035641;GO:0050804;GO:0050885;GO:0007158;GO:0072578;GO:0008284;GO:0060999;GO:2000463;GO:0097151;GO:0032024;GO:1902474;GO:0051965;GO:0032230;GO:0051968;GO:2000809;GO:1904034;GO:0097119;GO:0097104;GO:0098698;GO:0097105;GO:0034394;GO:0035418;GO:2000311;GO:1905606;GO:0002087;GO:0019233;GO:0035176;GO:0007416;GO:0050808;GO:0051932;GO:0048488;GO:0072553;GO:0001966	PGEN_.00g293200
GO:0005737;GO:0005576;GO:0008126;GO:0004771;GO:0004806;GO:0016042	PGEN_.00g293210
GO:0005737;GO:0005783;GO:0005788;GO:0005811;GO:0016020;GO:0047376;GO:0052689;GO:0080030;GO:0004771;GO:0071397;GO:0071404;GO:0006695;GO:0042632;GO:0008203;GO:0030855;GO:0016042;GO:0051791;GO:0010887;GO:0010875;GO:0090205;GO:0070857;GO:0120188;GO:0043691	PGEN_.00g293230
GO:0005829;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0001227;GO:0071837;GO:0000978;GO:0061629;GO:0048844;GO:0051216;GO:0048701;GO:0030326;GO:0042472;GO:0042474;GO:0048664;GO:0097150;GO:0100026;GO:0002053;GO:0045880;GO:0070570;GO:0006357;GO:0060021	PGEN_.00g293240
GO:0030246	PGEN_.00g293250
GO:0005615;GO:0030246;GO:0001503	PGEN_.00g293260
GO:0005576;GO:0030246	PGEN_.00g293270
GO:0005829;GO:0005783;GO:0005794;GO:0043231;GO:0005811;GO:0005525;GO:0003924;GO:0042802;GO:0042803;GO:0046039	PGEN_.00g293320
GO:0005829;GO:0005525	PGEN_.00g293340
GO:0032144;GO:0005829;GO:0005759;GO:0005739;GO:0047298;GO:0051537;GO:0034386;GO:0042802;GO:0046872;GO:0042803;GO:0030170;GO:0032145;GO:0048148;GO:0009450;GO:0042135	PGEN_.00g293390
GO:0005794;GO:0000139;GO:0016021;GO:0030246;GO:0046872;GO:0004653;GO:0018243	PGEN_.00g293400
GO:0005737;GO:0005829;GO:0005634;GO:0048471;GO:0005876;GO:0089720;GO:0004869;GO:0043027;GO:0061663;GO:0031624;GO:0061630;GO:0031625;GO:0044390;GO:0004842;GO:1990381;GO:0008270;GO:0048800;GO:0006915;GO:0007298;GO:0022416;GO:0097340;GO:1990001;GO:0043066;GO:0046673;GO:0043154;GO:2001271;GO:0046329;GO:1903688;GO:0090263;GO:0031398;GO:0051865;GO:0070936;GO:0045116;GO:0000209;GO:0051726;GO:0045035;GO:0007289;GO:0007283;GO:0016055	PGEN_.00g293430
GO:0005737;GO:0005874;GO:0005815;GO:0005654;GO:0000922;GO:0005524;GO:0046872;GO:0106310;GO:0004674;GO:0004712;GO:0035865;GO:1900227;GO:0051973;GO:1904355;GO:0032212;GO:0006468;GO:0007346;GO:0051225	PGEN_.00g293460
GO:0016021;GO:0016971	PGEN_.00g293510
